text,difficulty
"Statement: The more you read, the more you know. If John reads a lot, then?",Medium
"Venn: A has 20 in A only, 10 in A and B only, 5 in A and B and C, 3 in A and C only. Total in A?",Medium
"Series: BAD, CBE, DCF, ?",Medium
"Series: 1Z, 2Y, 3X, ?",Medium
"Matrix reasoning: Row1:2,4,8; Row2:3,9,27; Row3:4,16,__?",Medium
"Logical: If no criminals are honest and some lawyers are criminals, are some lawyers dishonest?",Medium
"If P>Q, Q>R, R>S, then which is always true?",Medium
"Data: P≠Q, Q<R, R≤P. Which is true?",Medium
"If a=b+c, b=c+d, c=5, d=3. Then a=?",Medium
"Find A: A×B=12, A+B=7. (positive integers)",Medium
Distance: A and B are 100km apart. Trains start simultaneously at 40km/h and 60km/h. Meet after?,Medium
Passage reasoning: Only birds can fly. Eagles can fly. Therefore?,Medium
"Conditional: If it rains, the match is cancelled. Match was not cancelled. Therefore?",Medium
"Series: 7, 11, 16, 22, 29, ?",Medium
Analogy: Author:Book :: Sculptor:?,Medium
Analogy: Oxygen:Combustion :: Food:?,Medium
"Find missing: 3, 6, ?, 24, 48",Medium
"Find missing: 2, 5, 11, 23, ?",Medium
"Which does not fit: Violin, Guitar, Flute, Sitar",Medium
"Which does not fit: Pen, Pencil, Chalk, Eraser",Medium
"Which does not fit: Mercury, Venus, Earth, Moon",Medium
"Which number does not fit: 11, 22, 33, 44, 55, 56",Medium
"Which word does not fit: Bold, Italic, Underline, Font, Strike-through",Medium
Logical: All roses are flowers. Some flowers fade quickly. Therefore?,Medium
"Pattern: ?, 2, 6, 24, 120",Medium
"Pattern: 1, 2, 4, 7, 11, 16, ?",Medium
Input: Machine does X→Y→Z in 3 steps. Output of ABC in step 2?,Medium
Which conclusion follows: No P is Q. All Q are R. Some R are S.,Medium
Statement: All students work hard. Ram is a student. Conclusion?,Medium
"If A is the mother of B and C, C is married to D. D is the son of E. How is E related to A?",Medium
6 people in circle. A opposite B. C between A and D. Who is between B and D?,Medium
"Series: ACE, FHJ, KMO, ?",Medium
"Number grid: 2 4 6 / 3 9 27 / 4 16 64. Pattern of last column: 6, 27, 64. Next?",Medium
"In a group: 12 like A, 18 like B, 8 like both. How many like at least one?",Medium
Analogy: 36:6 :: 196:?,Medium
Analogy: BCDA:CDAB :: EFGH:?,Medium
"Blood relation: If A*B means A is father of B, A/B means A is mother, A+B means A is brother. P*Q/R+S means P is __ of S?",Medium
"Missing: 2, 3, 7, 45, ?",Medium
"Missing: 1, 2, 6, 24, 120, ?",Medium
Statement conclusion: Some A are B. All B are C. Some C are D. Therefore: Some A are C – True?,Medium
"If x=3, y=4, z=5. Value of x²+y²+z²?",Medium
"Floor puzzle: A lives above B, below C, D lives above C. Order top to bottom?",Medium
Coding: ABCD in reverse gives DCBA. PQRS reversed is?,Medium
"Coding: TALK = 4, WALK = 4. CHALK = ?",Medium
"Which is different: A, E, I, O, B?",Medium
"Series: 2,4,8,16,__?",Medium
Analogy: Pen:Ink :: Lamp:?,Medium
"Coding: If A=2, B=3... Z=27. FACE = ?",Medium
Clock: At 3:00 angle between hands?,Medium
"Ranking: If Priya is 8th from top and 14th from bottom, total?",Medium
Analogy: 3:12 :: 7:?,Medium
"Direction: Face N, turn 90° right, turn 180°. Now facing?",Medium
Blood rel: A is B's brother. C is A's son. D is C's sister. D is B's?,Medium
"Odd one out: Mango, Apple, Banana, Carrot?",Medium
"Next: 1,3,6,10,15,__?",Medium
Analogy: Chair:Furniture :: Pen:?,Medium
Syllogism: All S are P. No P is Q. Therefore?,Medium
"Letter: CBA, FED, IHG, __?",Medium
"Number: 9,27,81,243,__?",Medium
"Odd one out: Jupiter, Saturn, Earth, Sun",Medium
"Odd one out: 14, 21, 28, 35, 45",Medium
Analogy: Sword:Fight :: Pen:?,Medium
"Direction: Go South 5km, East 5km, North 5km. Where?",Medium
"Blood rel: P is Q's mother, Q is R's brother, S is Q's father. R's uncle?",Medium
"Pattern: 2,3,5,8,13,21,__?",Medium
Coding: INDIA = 9+14+4+9+1 = ?,Medium
Analogy: Sheep:Flock :: Fish:?,Medium
Clock hands at 90° between 3-4pm at?,Medium
"Series: AAB, BBC, CCD, __?",Medium
Syllogism: All dogs bark. Doggo is a dog. Therefore?,Medium
"Arrangement: 7 people. A is 4th from left, B is 4th from right. People between?",Medium
Calendar: Feb 14 is Wednesday 2024 (leap). What is March 14?,Medium
"Number: Find missing: 5,__,17,26,37?",Medium
Direction: A is North of B. C is East of B. D is South of C. Relation A to D?,Medium
"Number: 3×3, 5×5, 7×7, __×__?",Medium
"Blood rel: If A+B = A is husband of B, A-B = A is father of B. P+Q-R means?",Medium
Coding: PENCIL in reverse?,Medium
"Odd one out: Cricket, Football, Chess, Basketball",Medium
"Series: 1,2,4,7,11,16,22,__?",Medium
Analogy: Cup:Lips :: Glass:?,Medium
"Venn: 30 play A, 25 play B, 15 both. Total?",Medium
Ranking: X is 5th from both ends. Total?,Medium
Figure: Dot inside circle inside square. Which shape is outermost?,Medium
"Missing: 64, 49, 36, 25, __?",Medium
Statement: Birds lay eggs. Eagles are birds. Eagle A lays egg B. Conclusion?,Medium
Analogy: Cold:Fever :: War:?,Medium
"If MANGO coded as 13+1+14+7+15=50, APPLE=?",Medium
3 friends in circle. A left of B. B left of C. Who is right of C?,Medium
"Number series: 0,5,14,27,44,__?",Medium
Analogy: 25:5 :: 64:?,Medium
Logical: If no war then peace. There is war. Therefore?,Medium
Coding: Each letter replaced by next. BAD = ?,Medium
Age: A is 10yr older than B. Sum of ages = 50. A's age?,Medium
Analogy: Diamond:Carbon :: Rust:?,Medium
"Venn: Set A={1,2,3,4}, B={3,4,5,6}. A∩B?",Medium
"Number: 11, 17, 23, 29, __?",Medium
"Odd one out: January, March, May, July, September",Medium
Direction: Stand facing friend. Your right is friend's?,Medium
Clock: How many times in a day do clock hands form right angle?,Medium
"Missing number in 3×3: Row1:1,2,3; Row2:4,5,6; Row3:7,8,__?",Medium
Analogy: Flower:Fragrance :: Sun:?,Medium
Coding: COMPUTER reversals = ?,Medium
Statement: All glass is fragile. This is glass. Conclusion?,Medium
"Seating: 8 in row, D is exactly in middle. D's position from left?",Medium
"Number: __,3,8,15,24,35?",Medium
Analogy: Novelist:Fiction :: Journalist:?,Medium
Ranking: 50 students. P is 25th from bottom. From top?,Medium
"If Jan 1 Mon, Oct 1 is?",Medium
Floor: 6 floors. A is above B but below C. D is above C. E is between B and A. F is above D. Top?,Medium
Pattern: △□○△□○__?,Medium
"Number: 6,10,18,34,66,__?",Medium
Coding: FLOW coded as GMPX. BIRD = ?,Medium
"Odd one out: Square, Rectangle, Rhombus, Cone",Medium
Syllogism: Some cats are white. All white things are small. Conclusion?,Medium
Analogy: Driver:Car :: Pilot:?,Medium
"Age problem: Difference 4 years. In 5 years, older is twice younger. Ages?",Medium
Blood rel: A's son is B. C is B's cousin. D is C's father. D and A are?,Medium
"Series: B,D,G,K,P,__?",Medium
"Number: 2,3,4,6,6,9,8,12,10,__?",Medium
Analogy: Stethoscope:Doctor :: Trowel:?,Medium
"Odd one out: Circle, Triangle, Square, Pentagon, Sphere?",Medium
Direction: Map shows N top. A goes right then down. Directions moved?,Medium
Statement: Cats are mammals. Tiger is a cat. Conclusion?,Medium
"Number: 2000, 1000, 500, 250, __?",Medium
"Coding: IF=J.F., OF=P.F. GO=?",Medium
Blood rel: M is N's father. N is O's daughter. P is O's son. How is M related to P?,Medium
"Venn: Only P: 10, Only Q: 15, Both: 5, Neither: 3. Total?",Medium
Analogy: Acrophobia:Heights :: Claustrophobia:?,Medium
"Number: 1, 4, 13, 40, 121, __?",Medium
"Series: A, C, F, J, O, __?",Medium
"Logical: If today is not Tuesday, it is Thursday. Today is not Thursday. Therefore?",Medium
Analogy: Ornithology:Birds :: Entomology:?,Medium
"Calendar: If Apr 1 is Thursday, then May 1 is?",Medium
Coding: TRAIN coded as 44. PLANE = ?,Medium
"Number series: 5, 9, 17, 33, 65, __?",Medium
Seating: P Q R S T in circle (equal spaces). P opposite Q. R is right of Q. S is right of P. T is?,Medium
"Odd one out: 1, 8, 27, 64, 100, 125",Medium
Analogy: Smell:Nose :: Taste:?,Medium
Direction: A is 4m E of B. C is 3m N of A. D is 5m W of C. D from B?,Medium
Blood rel: A has two children B and C. D is B's daughter. E is D's uncle. How is E related to C?,Medium
Deduction: All computers need electricity. X needs electricity. X is?,Medium
"Number: 100, 95, 85, 70, 50, __?",Medium
"Pattern: 1×2, 2×3, 3×4, __?",Medium
"Missing: ?, 4, 9, 16, 25 (perfect squares)?",Medium
Analogy: Author:Novel :: Choreographer:?,Medium
"1,4,9,16,__",Easy
"3,6,12,24,__",Easy
"10,8,6,4,__",Easy
"1,1,2,3,5,__",Easy
"100,81,64,49,__",Easy
"5,10,15,20,__",Easy
"2,3,5,7,11,13,__",Easy
Bird:Nest :: Dog:?,Easy
Teacher:School :: Doctor:?,Easy
River:Ocean :: Creek:?,Easy
Pen:Write :: Hammer:?,Easy
Hot:Cold :: Day:?,Easy
Cat:Kitten :: Dog:?,Easy
Egg:Bird :: Seed:?,Easy
Eye:See :: Ear:?,Easy
Sugar:Sweet :: Salt:?,Easy
Car:Road :: Boat:?,Easy
P is Q's father. Q is R's husband. S is Q's son. P is S's?,Easy
"A is B's mother, C is A's husband. B is C's?",Easy
Riya is Meena's sister. Meena is Sita's daughter. Riya is Sita's?,Easy
X has 2 sons Y and Z. Y is A's father. A is B's sister. B is X's?,Easy
"Go N 5km, E 3km, S 5km. Where are you?",Easy
"Face W, turn right, turn right again. Now facing?",Easy
"Walk S 4km, turn left 3km. Distance from start?",Easy
"A is N of B, C is E of A. B is SW of?",Easy
"Odd one out: Rose, Jasmine, Lily, Cactus",Easy
"Odd one out: 2,3,4,5,6",Easy
"Odd one out: Monday, Tuesday, Thursday, Sunday, Holiday",Easy
"Odd one out: Hammer, Saw, Knife, Pliers",Easy
Choose the word most similar in meaning to: ABUNDANT,Easy
Choose the word most similar in meaning to: BENEVOLENT,Easy
Choose the word most similar in meaning to: CANDID,Easy
Choose the word most similar in meaning to: DILIGENT,Easy
Choose the word most similar in meaning to: ELOQUENT,Easy
Choose the word most similar in meaning to: FERVENT,Easy
Choose the word most similar in meaning to: GREGARIOUS,Easy
Choose the word most similar in meaning to: HUMBLE,Easy
Choose the word most similar in meaning to: IMMINENT,Easy
Choose the word most similar in meaning to: JUBILANT,Easy
Choose the word most similar in meaning to: KEEN,Easy
Choose the word most similar in meaning to: LAMENT,Easy
Choose the word most similar in meaning to: MALICE,Easy
Choose the word most similar in meaning to: NAIVE,Easy
Choose the word most similar in meaning to: OBSCURE,Easy
Choose the word most similar in meaning to: PRAGMATIC,Easy
Choose the word most similar in meaning to: QUANDARY,Easy
Choose the word most similar in meaning to: RESILIENT,Easy
Choose the word most similar in meaning to: SOLEMN,Easy
Choose the word most similar in meaning to: TEDIOUS,Easy
Choose the word most similar in meaning to: UBIQUITOUS,Medium
Choose the word most similar in meaning to: VALIANT,Medium
Choose the word most similar in meaning to: WARY,Medium
Choose the word most similar in meaning to: XENIAL,Medium
Choose the word most similar in meaning to: YIELD,Medium
Choose the word most similar in meaning to: ZEAL,Medium
Choose the word most similar in meaning to: ADROIT,Medium
Choose the word most similar in meaning to: BREVITY,Medium
Choose the word most similar in meaning to: CAPRICIOUS,Medium
Choose the word most similar in meaning to: DEFT,Medium
Choose the word most similar in meaning to: ENIGMATIC,Medium
Choose the word most similar in meaning to: FRUGAL,Medium
Choose the word most similar in meaning to: GALLANT,Medium
Choose the word most similar in meaning to: HAPLESS,Medium
Choose the word most similar in meaning to: INCESSANT,Medium
Choose the word most similar in meaning to: JOCULAR,Medium
Choose the word most similar in meaning to: KINDLE,Medium
Choose the word most similar in meaning to: LANGUID,Medium
Choose the word most similar in meaning to: METICULOUS,Medium
Choose the word most similar in meaning to: NOVICE,Medium
Choose the word most similar in meaning to: OMINOUS,Medium
Choose the word most similar in meaning to: PENSIVE,Medium
Choose the word most similar in meaning to: QUERULOUS,Medium
Choose the word most similar in meaning to: RAUCOUS,Medium
Choose the word most similar in meaning to: STEALTHY,Medium
Choose the word most similar in meaning to: TUMULTUOUS,Medium
Choose the word most similar in meaning to: UNYIELDING,Medium
Choose the word most similar in meaning to: VERBOSE,Medium
Choose the word most similar in meaning to: WHIMSICAL,Medium
Choose the word most similar in meaning to: ZEALOUS,Medium
Choose the word most OPPOSITE in meaning to: AUSTERE,Medium
Choose the word most OPPOSITE in meaning to: BLISS,Medium
Choose the word most OPPOSITE in meaning to: COVERT,Medium
Choose the word most OPPOSITE in meaning to: DAUNT,Medium
Choose the word most OPPOSITE in meaning to: EMBOLDEN,Medium
Choose the word most OPPOSITE in meaning to: FEEBLE,Medium
Choose the word most OPPOSITE in meaning to: GARRULOUS,Medium
Choose the word most OPPOSITE in meaning to: HAUGHTY,Medium
Choose the word most OPPOSITE in meaning to: INEPT,Medium
Choose the word most OPPOSITE in meaning to: JOVIAL,Medium
Choose the word most OPPOSITE in meaning to: KINDLE,Medium
Choose the word most OPPOSITE in meaning to: LAUD,Medium
Choose the word most OPPOSITE in meaning to: MOROSE,Medium
Choose the word most OPPOSITE in meaning to: NOXIOUS,Medium
Choose the word most OPPOSITE in meaning to: OPAQUE,Medium
Choose the word most OPPOSITE in meaning to: PLACID,Medium
Choose the word most OPPOSITE in meaning to: QUELL,Medium
Choose the word most OPPOSITE in meaning to: REPEL,Medium
Choose the word most OPPOSITE in meaning to: SOOTHE,Medium
Choose the word most OPPOSITE in meaning to: TRANQUIL,Medium
Choose the word most OPPOSITE in meaning to: UNDERMINE,Medium
Choose the word most OPPOSITE in meaning to: VERBOSE,Medium
Choose the word most OPPOSITE in meaning to: WANE,Medium
Choose the word most OPPOSITE in meaning to: XENOPHOBIA,Medium
Choose the word most OPPOSITE in meaning to: YIELDING,Medium
Choose the word most OPPOSITE in meaning to: ZENITH,Medium
Choose the word most OPPOSITE in meaning to: ACRID,Medium
Choose the word most OPPOSITE in meaning to: BLITHE,Medium
Choose the word most OPPOSITE in meaning to: CALLOUS,Medium
Choose the word most OPPOSITE in meaning to: DESOLATE,Medium
Choose the word most OPPOSITE in meaning to: EXUBERANT,Medium
Choose the word most OPPOSITE in meaning to: FASTIDIOUS,Medium
Choose the word most OPPOSITE in meaning to: GENIAL,Medium
Choose the word most OPPOSITE in meaning to: HEINOUS,Medium
Choose the word most OPPOSITE in meaning to: IMPEDE,Medium
Choose the word most OPPOSITE in meaning to: JUDICIOUS,Medium
Choose the word most OPPOSITE in meaning to: LISTLESS,Medium
Choose the word most OPPOSITE in meaning to: MAGNANIMOUS,Medium
Choose the word most OPPOSITE in meaning to: NONCHALANT,Medium
Choose the word most OPPOSITE in meaning to: OBLIVIOUS,Medium
Choose the word most OPPOSITE in meaning to: PALTRY,Medium
Choose the word most OPPOSITE in meaning to: QUIXOTIC,Medium
Choose the word most OPPOSITE in meaning to: RABID,Medium
Choose the word most OPPOSITE in meaning to: SAGACIOUS,Medium
Choose the word most OPPOSITE in meaning to: TACITURN,Medium
Choose the word most OPPOSITE in meaning to: UNKEMPT,Medium
Choose the word most OPPOSITE in meaning to: VACUOUS,Medium
Choose the word most OPPOSITE in meaning to: WRATH,Medium
Choose the word most OPPOSITE in meaning to: YOKE,Medium
The professor's lecture was so _____ that many students fell asleep.,Medium
She showed great _____ by finishing the project despite all obstacles.,Medium
The contract was declared _____ because it lacked proper signatures.,Medium
His _____ remarks offended many people in the audience.,Medium
The scientist made a _____ discovery that changed modern medicine.,Medium
"She was _____ about her diet, avoiding sugar and processed foods.",Medium
The old building was in a state of complete _____; it had to be demolished.,Medium
He had an _____ memory and could recall events from decades ago.,Medium
The _____ negotiations finally led to a peace agreement after years of war.,Medium
Her _____ smile made everyone in the room feel welcome.,Medium
The athlete's _____ performance broke three world records.,Medium
The jury found the defendant _____ of all charges.,Medium
The CEO made a _____ decision that saved the company from bankruptcy.,Medium
The new policy was met with _____ from the employees.,Medium
The students were _____ by the complexity of the math problem.,Medium
"Despite his young age, he showed remarkable _____ in handling the crisis.",Medium
The thunderstorm was so _____ that it caused widespread flooding.,Medium
The artist's work was _____ because it used entirely new techniques.,Medium
She had a _____ for solving puzzles and could finish them in minutes.,Medium
The _____ behavior of the child annoyed everyone at the restaurant.,Medium
The peace talks were _____ after both parties failed to agree.,Medium
The documentary provided _____ insight into the lives of deep-sea creatures.,Medium
The company was _____ by its competitors when it refused to innovate.,Medium
"The politician's speech was _____, repeating the same points endlessly.",Medium
He was _____ to admit that he had made a mistake.,Medium
The _____ river flooded the surrounding fields after the heavy rains.,Medium
The manager's _____ attitude made it difficult to work under her.,Medium
The patient showed _____ signs of recovery after the surgery.,Medium
The _____ of the ancient ruins left archaeologists astonished.,Medium
She had such _____ opinions that no one could change her mind.,Medium
The _____ of the forest was disturbed by the construction work.,Medium
His _____ remarks showed that he had given much thought to the problem.,Medium
The _____ athlete trained for six hours every day without fail.,Medium
She was _____ in her approach and always followed the rules.,Medium
The _____ child asked questions about everything he saw.,Medium
The _____ of the night sky filled the astronomer with wonder.,Medium
The teacher's _____ explanation helped even the weakest students understand.,Medium
The book was so _____ that she read it in one sitting.,Medium
He showed _____ courage in the face of overwhelming danger.,Medium
The economy was in _____ condition after years of poor management.,Medium
The speaker's _____ delivery kept the audience engaged throughout.,Medium
Her _____ for languages allowed her to learn three in two years.,Medium
The situation was so _____ that even the experts were puzzled.,Medium
The negotiations reached a _____ when neither party would compromise.,Medium
The _____ evidence left no doubt about the suspect's guilt.,Medium
The scientist's _____ approach led to the discovery of a new element.,Medium
The new hospital wing was _____ to patients with chronic illnesses.,Medium
Her _____ nature made her willing to help anyone in need.,Medium
The _____ of the painting technique made it impossible to reproduce.,Medium
The explorer was known for his _____ spirit and love of adventure.,Medium
"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark...

Q: What was the primary energy source of the Industrial Revolution?",Hard
"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark...

Q: Which of the following was NOT a consequence of the Industrial Revolution?",Hard
"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark...

Q: What social development emerged as a direct result of the Industrial Revolution?",Medium
"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark...

Q: What eventually helped improve working conditions?",Hard
"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark...

Q: Where did the Industrial Revolution begin?",Easy
"PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i...

Q: How does AI differ from traditional software?",Medium
"PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i...

Q: Which technology enables computers to recognize patterns without explicit programming?",Easy
"PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i...

Q: What is deep learning primarily based on?",Easy
"PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i...

Q: Which of the following is listed as an ethical concern related to AI?",Medium
"PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i...

Q: What does responsible AI development require according to experts?",Hard
"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g...

Q: What is the primary driver of rising global temperatures?",Easy
"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g...

Q: What is the temperature threshold scientists warn about?",Medium
"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g...

Q: What is the purpose of the Paris Accord?",Easy
"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g...

Q: Which of the following is mentioned as a mitigation pathway?",Medium
"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g...

Q: What happens if warming exceeds 2°C according to the passage?",Hard
"PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron...

Q: Approximately how many neurons does the human brain contain?",Easy
"PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron...

Q: What is neuroplasticity?",Easy
"PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron...

Q: Which technology is mentioned in relation to modern neuroscience?",Medium
"PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron...

Q: What does the brain do during sleep according to the passage?",Hard
"PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron...

Q: Which old notion does neuroplasticity challenge?",Medium
Identify the correct sentence:,Medium
Identify the correct sentence:,Easy
Identify the grammatically correct sentence:,Medium
Choose the correctly punctuated sentence:,Easy
Which sentence uses the correct form of the verb?,Easy
Identify the sentence with correct subject-verb agreement:,Medium
Choose the sentence that is grammatically correct:,Hard
Which sentence uses the apostrophe correctly?,Easy
Identify the sentence that is grammatically correct:,Hard
Choose the sentence with correct use of 'fewer' and 'less':,Medium
Identify the passive voice sentence:,Easy
Which sentence contains a dangling modifier?,Hard
Choose the grammatically correct sentence:,Hard
Which sentence uses the correct tense?,Medium
Identify the sentence with correct parallel structure:,Hard
Choose the correct sentence:,Hard
Which is the correctly formed question?,Medium
Identify the sentence with correct word order:,Hard
Choose the correctly written sentence:,Easy
Identify the sentence with correct use of 'who' and 'whom':,Hard
Choose the grammatically correct option:,Hard
Which sentence correctly uses a semicolon?,Hard
Choose the sentence that uses the correct comparative form:,Hard
Which sentence is in the future perfect tense?,Medium
Identify the correct use of articles:,Easy
Choose the sentence with correct pronoun reference:,Hard
Choose the correct sentence:,Easy
"P: The internet has revolutionized communication. Q: Today, information can be shared globally in seconds. R: Before its invention, letters took weeks to travel between continents. S: This transformation has had both positive and negative consequences.
Arrange P, Q, R, S in logical order:",Medium
"P: Exercise is essential for maintaining good health. Q: Even a 30-minute daily walk can significantly reduce the risk of chronic diseases. R: Many people, however, lead sedentary lifestyles due to desk jobs. S: It strengthens the heart, improves mood, and increases longevity.
Arrange in logical order:",Hard
"P: Water is the most precious resource on Earth. Q: Without it, no life can survive. R: Yet, billions of people lack access to clean drinking water. S: Conservation and responsible usage are therefore critical.
Arrange in logical order:",Medium
"P: Education is the foundation of any civilized society. Q: It enables individuals to think critically and contribute meaningfully. R: Governments must therefore prioritize funding for public schools. S: Without educated citizens, democracy itself is at risk.
Arrange in logical order:",Hard
"P: Social media has connected people across the globe. Q: However, it has also become a platform for misinformation and cyberbullying. R: Users must therefore develop digital literacy skills. S: The key is to use it responsibly and critically.
Arrange in logical order:",Medium
"P: Meditation has been practiced for thousands of years. Q: Modern science now confirms its benefits for mental health. R: It reduces stress, improves focus, and promotes emotional well-being. S: Even a few minutes of daily meditation can make a noticeable difference.
Arrange in logical order:",Medium
"P: The Amazon rainforest is often called the lungs of the Earth. Q: It produces approximately 20% of the world's oxygen. R: Rapid deforestation threatens not only wildlife but global climate stability. S: Protecting it must be a global priority.
Arrange in logical order:",Hard
"P: Space exploration has yielded tremendous scientific knowledge. Q: Satellites now provide global navigation, weather forecasting, and communication. R: Despite the enormous costs involved, the benefits are undeniable. S: Future missions aim to establish human settlements on Mars.
Arrange in logical order:",Hard
"P: Reading regularly enhances vocabulary and critical thinking. Q: It also reduces stress by providing an escape from daily pressures. R: Children who read from a young age develop stronger academic skills. S: Encouraging a reading habit is one of the greatest gifts parents can give.
Arrange in logical order:",Hard
"P: Plastic pollution is a growing environmental crisis. Q: Millions of tons of plastic waste end up in oceans each year. R: Marine animals mistake plastic debris for food, often fatally. S: Reducing single-use plastic is an urgent global necessity.
Arrange in logical order:",Medium
What does 'bite the bullet' mean?,Easy
What does 'break the ice' mean?,Easy
What does 'burn the midnight oil' mean?,Easy
What does 'cost an arm and a leg' mean?,Easy
What does 'hit the nail on the head' mean?,Medium
What does 'let the cat out of the bag' mean?,Medium
What does 'once in a blue moon' mean?,Easy
What does 'the ball is in your court' mean?,Medium
What does 'under the weather' mean?,Easy
What does 'bite more than you can chew' mean?,Medium
What does 'burn bridges' mean?,Medium
What does 'cut corners' mean?,Medium
What does 'get out of hand' mean?,Easy
What does 'hit the sack' mean?,Easy
What does 'it takes two to tango' mean?,Hard
What does 'let sleeping dogs lie' mean?,Hard
What does 'miss the boat' mean?,Medium
"What does 'no pain, no gain' mean?",Easy
What does 'on the fence' mean?,Medium
What does 'pull someone's leg' mean?,Easy
What does 'sit on the fence' mean?,Medium
What does 'spill the beans' mean?,Easy
What does 'the best of both worlds' mean?,Medium
What does 'throw in the towel' mean?,Medium
What does 'turn over a new leaf' mean?,Medium
What does 'under someone's thumb' mean?,Hard
What does 'up in the air' mean?,Medium
What does 'wear your heart on your sleeve' mean?,Hard
What does 'wolf in sheep's clothing' mean?,Hard
What does 'you can't judge a book by its cover' mean?,Easy
Improve the underlined part of the sentence: 'The manager asked me to complete the work till Friday.',Medium
Improve the underlined part of the sentence: 'She is more better than her sister in mathematics.',Easy
Improve the underlined part of the sentence: 'He said that he will come tomorrow.',Hard
Improve the underlined part of the sentence: 'The news are very disturbing.',Easy
Improve the underlined part of the sentence: 'He is working in this company since five years.',Medium
Improve the underlined part of the sentence: 'She suggested me to apply for the post.',Medium
Improve the underlined part of the sentence: 'The police has arrested the thief.',Hard
"Improve the underlined part of the sentence: 'Despite of his illness, he attended the meeting.'",Hard
Improve the underlined part of the sentence: 'They discussed about the issue for hours.',Medium
Improve the underlined part of the sentence: 'He is too tired to not walk another mile.',Hard
Improve the underlined part of the sentence: 'No sooner did she enter when the phone rang.',Hard
Improve the underlined part of the sentence: 'She could not help but cry on hearing the news.',Hard
"Improve the underlined part of the sentence: 'Between the two options, the first is best.'",Medium
Improve the underlined part of the sentence: 'He told me the place where did he stay.',Hard
Improve the underlined part of the sentence: 'He did not know whether the train will come on time.',Hard
Improve the underlined part of the sentence: 'The thief denied to have stolen the jewellery.',Hard
Improve the underlined part of the sentence: 'He is too weak that he cannot stand up.',Medium
Improve the underlined part of the sentence: 'I am used to sleep late on weekends.',Medium
Improve the underlined part of the sentence: 'She congratulated me for winning the prize.',Hard
"Improve the underlined part of the sentence: 'Due to his hard work, he succeeded.'",Medium
Improve the underlined part of the sentence: 'He was acquitted for the crime.',Hard
Improve the underlined part of the sentence: 'The new regulation affected adversely the small businesses.',Medium
Improve the underlined part of the sentence: 'She insisted that he should pay the fine.',Hard
Improve the underlined part of the sentence: 'He not only donated money but also gave his time.',Hard
Improve the underlined part of the sentence: 'The audience was clapping and cheering for the performers.',Medium
Improve the underlined part of the sentence: 'I have been waiting for him since two hours.',Easy
Improve the underlined part of the sentence: 'He agreed to my proposal at once.',Hard
Improve the underlined part of the sentence: 'She is a lady of beauty.',Easy
Improve the underlined part of the sentence: 'He was accused for stealing.',Medium
Improve the underlined part of the sentence: 'He runs as fast as or even faster than his brother.',Hard
Complete the analogy: Doctor : Hospital :: Teacher : ?,Easy
Complete the analogy: Pen : Write :: Knife : ?,Easy
Complete the analogy: Fish : Water :: Bird : ?,Easy
Complete the analogy: Hungry : Food :: Thirsty : ?,Easy
Complete the analogy: Author : Book :: Director : ?,Easy
Complete the analogy: Carpenter : Wood :: Mason : ?,Medium
Complete the analogy: Telescope : Stars :: Microscope : ?,Medium
Complete the analogy: Peace : War :: Happiness : ?,Easy
Complete the analogy: Acrophobia : Heights :: Claustrophobia : ?,Hard
Complete the analogy: Marathon : Race :: Sonnet : ?,Medium
Complete the analogy: Cub : Lion :: Calf : ?,Easy
Complete the analogy: Pilot : Aircraft :: Captain : ?,Easy
Complete the analogy: Botany : Plants :: Entomology : ?,Medium
